id,t1_lineup,t2_lineup,t1_score,t2_score,date,map,tourney
98500,11840-16947-7594-7998-8918,11893-1225-7169-7322-8184,16,6,2020-02-09 15:30,Dust2,5138
87326,4954-7398-7412-7592-9032,12521-12553-12822-15631-16770,14,16,2019-06-06 09:05,Nuke,4411
92723,284-3972-7167-9616-9618,12521-12553-12822-15631-8565,16,14,2019-10-01 10:00,Train,4553
76037,2023-8523-8564-8797-9216,10588-4679-8082-8248-9686,10,16,2018-10-22 23:10,Inferno,4072
87586,11654-12732-12733-13157-8726,11132-12249-16945-7448-8259,16,5,2019-06-08 19:10,Mirage,4614
94972,11654-12732-12733-13157-8726,11235-2241-356-629-630,19,17,2019-11-13 13:00,Nuke,4945
98582,12126-14614-15165-7805-9078,11276-15726-17504-19114-9568,16,9,2020-02-12 22:55,Inferno,5134
91355,12781-14932-7266-7499-7511,11654-12732-12733-13157-8726,17,19,2019-09-12 16:05,Inferno,4822
91717,11630-12713-13230-13249-8711,11154-11329-11747-14737-15914,10,16,2019-09-16 18:10,Vertigo,4848
78317,10569-13042-7982-8184-9616,11654-12732-12733-13157-8726,14,16,2018-11-26 12:00,Overpass,3977
93452,11110-13666-3055-3849-7528,16080-161-2826-5388-8323,16,8,2019-10-15 16:25,Mirage,4699
83872,10588-4679-8082-8248-9686,483-484-7594-7998-8918,4,16,2019-04-06 08:50,Train,4240
94002,11995-12018-13300-8151-8891,13396-7821-8576-9271-9819,16,6,2019-10-25 16:35,Inferno,4944
89110,165-2757-3741-8183-885,10588-4679-8082-8248-9686,16,14,2019-07-13 19:35,Train,4500
78509,10852-10853-2130-356-9328,11654-12732-12733-13157-8726,16,19,2018-11-29 18:00,Dust2,4228
98284,18053-3741-8183-885-9216,10394-7687-8520-8738-8797,16,5,2020-02-01 20:05,Inferno,5138
64999,4954-7398-7412-7592-9032,483-484-7594-7998-8918,11,16,2018-04-11 18:45,Inferno,3361
94219,12731-14273-18317-7716-8789,13396-7821-8576-9271-9819,16,4,2019-10-30 20:00,Dust2,4826
93097,11287-15428-15900-15940-9798,1045-11777-1378-6904-7218,11,16,2019-10-08 13:30,Train,4862
94642,11716-11942-13239-13776-334,11283-11343-12030-2476-4216,28,25,2019-11-06 15:05,Dust2,4736
93152,11816-2730-429-8574-9960,10264-12018-13170-7156-9078,16,7,2019-10-09 20:20,Train,4699
92209,11287-15428-15900-15940-9798,13396-7821-8576-9271-9819,12,16,2019-09-22 19:40,Dust2,4909
86646,11893-7168-7169-7322-8184,10394-7687-8520-8738-8797,16,13,2019-05-26 22:35,Overpass,4566
83590,11654-12732-12733-13157-8726,10994-15165-7148-8611-9895,11,16,2019-03-30 18:10,Mirage,4498
95446,10784-1146-13670-9257-9766,12731-14273-18317-7716-8789,10,16,2019-11-21 14:25,Overpass,4826
89098,2023-6608-8564-8566-9217,10588-4679-8082-8248-9686,16,14,2019-07-13 18:10,Mirage,4500
99022,12731-14273-18317-7716-8789,15071-16415-16555-16920-16921,16,14,2020-02-16 21:30,Mirage,5211
89476,8095-8394-8783-8875-9031,11816-2730-429-8574-9960,7,16,2019-07-20 15:45,Mirage,4445
93406,10762-13466-13992-16412-17145,13396-7821-8576-9271-9819,8,16,2019-10-14 17:00,Train,4492
96782,14737-2023-5736-8564-9217,11816-2730-429-9294-9960,16,7,2019-12-14 01:25,Vertigo,4998
76775,11110-3055-4959-7805-8735,4954-7398-7412-7592-9032,14,16,2018-11-03 16:05,Inferno,3701
84954,4954-7398-7412-7592-9032,13042-13138-15120-8138-9656,16,7,2019-04-23 20:15,Nuke,4337
98096,12781-5794-5796-7266-7938,11140-11162-11485-9102-9115,16,8,2020-01-24 16:30,Nuke,4868
91247,11816-2730-429-8574-9960,13464-15384-16410-17145-7834,16,8,2019-09-11 13:00,Dust2,4847
95308,12781-14932-7266-7499-7511,10994-7964-8611-922-9896,10,16,2019-11-17 20:35,Inferno,4312
99779,11140-11162-11485-9102-9115,12573-12915-17933-18111-9120,16,9,2020-03-07 01:00,Inferno,5198
89111,10394-7687-8520-8738-8797,13254-8370-8521-8735-9056,16,8,2019-07-13 19:35,Inferno,4500
91847,11654-12732-12733-13157-8726,12572-9257-9277-9279-9811,16,8,2019-09-18 18:00,Inferno,4827
90991,11893-7168-7169-7322-8184,11716-11942-13239-13776-334,10,16,2019-09-05 16:40,Dust2,4443
64152,4954-7398-7412-7592-9032,165-2553-317-5386-7356,16,8,2018-03-30 16:15,Inferno,3634
90200,11654-12732-12733-13157-8726,13281-16612-2131-483-8459,16,14,2019-08-11 15:15,Dust2,4700
62036,4954-7398-7412-7592-9032,10394-7382-7687-8520-8738,16,5,2018-03-01 13:25,Overpass,3309
89178,10394-7687-8520-8738-8797,13254-8370-8521-8735-9056,16,14,2019-07-14 18:00,Inferno,4500
93943,11893-1225-7169-7322-8184,11110-13666-3055-3849-7528,12,16,2019-10-24 13:40,Nuke,4932
97951,11283-11343-12030-2476-4216,10762-11217-13466-16412-17145,19,15,2020-01-19 11:15,Nuke,5161
76944,11654-12732-12733-13157-8726,13138-13497-15120-284-8138,9,16,2018-11-06 15:00,Inferno,4172
90782,4954-7398-7412-7592-9032,1225-13497-284-7167-9616,16,7,2019-08-29 19:10,Nuke,4443
99217,13018-7700-7996-8983-9019,11654-12732-12733-13157-8726,16,7,2020-02-22 19:00,Train,4869
88675,10394-7687-8520-8738-8797,11188-12314-4637-9172-9174,16,14,2019-07-02 10:05,Nuke,4281
95121,10114-12788-15565-16556-7775,13396-7821-8576-9271-9819,6,16,2019-11-15 19:45,Dust2,5016
94721,11283-11343-11777-12030-2476,13396-7821-8576-9271-9819,9,16,2019-11-07 18:45,Train,4736
94695,4954-7398-7412-7592-9032,10588-4679-8082-8248-9686,16,9,2019-11-07 09:40,Nuke,4837
93402,4954-7398-7412-7592-9032,16080-161-2826-5388-8323,16,12,2019-10-14 16:25,Nuke,4699
99929,14365-7131-8521-8735-9056,13177-13576-14827-14933-15526,16,7,2020-03-07 20:10,Nuke,5178
94036,1045-11777-1378-6904-7218,10569-13138-13497-4959-8138,14,16,2019-10-26 19:05,Nuke,4989
97549,13186-13250-14203-18105-7253,14737-2023-5736-8564-9217,8,16,2020-01-08 23:00,Inferno,5104
100160,10569-15835-19988-8138-8416,12781-5794-5796-7266-7938,7,16,2020-03-11 17:00,Mirage,5150
98205,12781-5794-5796-7266-7938,13464-15384-15385-16410-8917,16,5,2020-01-31 22:50,Inferno,5131
96725,14737-2023-5736-8564-9217,284-3972-7167-9616-9618,3,16,2019-12-13 04:40,Train,4998
70995,4954-7398-7412-7592-9032,10394-7687-8520-8738-9217,16,12,2018-07-29 18:30,Nuke,3515
74456,4954-7398-7412-7592-9032,2023-8523-8564-8797-9216,16,14,2018-09-29 16:00,Inferno,3647
99514,12731-14273-18317-7716-8789,15697-16847-8327-8539-8570,4,16,2020-03-03 19:00,Mirage,5150
90190,12743-16788-2638-7427-8790,11716-11942-13239-13776-334,6,16,2019-08-11 13:05,Inferno,4700
85923,13042-13138-15120-8138-9656,11654-12732-12733-13157-8726,1,16,2019-05-15 13:30,Inferno,4605
97136,12016-12027-13155-13982-3459,12731-14273-18317-7716-8789,5,16,2019-12-20 18:40,Inferno,4958
94060,10330-14148-14419-7415-9612,14413-16718-18640-2898-921,16,6,2019-10-27 11:00,Train,4990
80317,10394-7687-8520-8738-8797,13666-3849-7443-7528-884,16,9,2019-01-20 20:40,Dust2,4290
90901,10588-4679-8082-8248-9686,1225-13497-284-7167-9616,16,9,2019-09-01 10:00,Inferno,4443
95536,2023-5736-8564-8566-9217,11716-11942-13239-13776-334,19,15,2019-11-23 05:00,Dust2,4680
99178,11916-4076-5479-695-7248,14365-7131-8521-8735-9056,14,16,2020-02-21 20:25,Nuke,4869
99890,12126-14614-15165-7805-9078,14932-16080-7499-7511-798,16,6,2020-03-07 14:05,Overpass,5135
96815,14218-29-7443-9261-9278,10394-7687-8520-8738-8797,14,16,2019-12-14 12:00,Mirage,4889
93095,10761-11217-13018-7996-9019,11716-11942-13239-13776-334,7,16,2019-10-08 14:00,Dust2,4736
95957,10994-7964-8611-922-9896,11283-11343-12030-2476-4216,13,16,2019-11-30 11:05,Train,4313
63338,11110-3055-3849-7528-9261,4954-7398-7412-7592-9032,7,16,2018-03-21 18:45,Inferno,3601
91415,11630-12713-13230-13249-8711,10470-12113-13278-6451-8707,16,8,2019-09-13 03:05,Vertigo,4829
94748,11283-11343-12030-2476-4216,12731-14273-18317-7716-8789,16,11,2019-11-08 15:30,Mirage,4736
100112,12731-14273-18317-7716-8789,3997-4373-7382-8371-9254,16,13,2020-03-10 16:05,Nuke,5150
98347,11716-11942-13239-13776-334,1045-11777-1378-6904-7218,13,16,2020-02-04 13:45,Vertigo,5147
74962,3347-499-735-7403-7594,11654-12732-12733-13157-8726,16,14,2018-10-06 14:15,Overpass,4112
95109,10994-7964-8611-922-9896,13182-13228-13229-13578-13589,16,6,2019-11-15 17:00,Nuke,4312
96304,10994-7964-8611-922-9896,10938-13170-13749-13843-15349,16,10,2019-12-07 16:55,Overpass,5052
75866,1225-7166-7167-7170-8374,4954-7398-7412-7592-9032,2,16,2018-10-20 20:25,Inferno,3374
84833,11654-12732-12733-13157-8726,11701-14932-7266-7499-7511,16,8,2019-04-20 18:00,Inferno,3857
97070,11716-11942-13239-13776-334,11816-2730-429-8574-9960,19,22,2019-12-18 12:30,Dust2,4979
94071,11110-13666-3055-3849-7528,12521-12553-12822-15631-8565,19,15,2019-10-27 11:00,Mirage,4932
98383,11840-16947-7594-7998-8918,1045-11777-1378-6904-7218,16,13,2020-02-05 14:30,Train,5147
93588,11716-11942-13239-13776-334,11076-1646-17004-17214-7653,16,2,2019-10-18 10:00,Overpass,4093
99484,284-3972-7167-9616-9618,11840-16947-7594-7998-8918,2,16,2020-03-01 16:00,Mirage,4901
93426,13177-13250-14619-14933-15090,10671-11219-8507-8523-9136,2,16,2019-10-15 02:15,Mirage,4919
95920,11283-11343-12030-2476-4216,1045-11777-1378-6904-7218,7,16,2019-11-29 15:10,Dust2,4313
74772,4954-7398-7412-7592-9032,2757-3741-429-8183-885,16,7,2018-10-04 15:00,Mirage,3374
77912,11654-12732-12733-13157-8726,11250-11515-13915-9349-9350,7,16,2018-11-18 17:10,Inferno,4130
94678,10588-4679-8082-8248-9686,11916-4076-5479-695-7248,16,13,2019-11-07 04:15,Train,4837
61906,2023-8564-8568-9216-9217,4954-7398-7412-7592-9032,20,22,2018-02-27 16:35,Mirage,3309
76425,4954-7398-7412-7592-9032,165-317-7356-8324-9574,16,8,2018-10-30 18:00,Inferno,4071
93798,10569-13138-13497-4959-8138,10330-14148-14419-7415-9612,4,16,2019-10-21 18:05,Dust2,4924
97453,10994-7964-8611-922-9896,13018-7700-7996-8983-9019,16,10,2020-01-05 17:00,Overpass,5142
83503,11654-12732-12733-13157-8726,2241-5792-629-630-9001,16,8,2019-03-28 19:00,Inferno,4463
95267,1045-11777-1378-6904-7218,15071-16415-16555-16920-16921,16,7,2019-11-17 13:40,Overpass,5013
86387,11654-12732-12733-13157-8726,14670-15726-8231-8256-8543,5,16,2019-05-23 13:55,Nuke,4605
98297,11716-11942-13239-13776-334,11816-2730-429-8574-9960,14,16,2020-02-02 10:00,Train,5147
90861,10394-7687-8520-8738-8797,8095-8394-8783-8875-9031,16,6,2019-08-31 17:50,Dust2,4443
92735,10394-7687-8520-8738-8797,10264-12018-2469-7156-9078,9,16,2019-10-01 12:55,Overpass,4553
95114,284-3972-7167-9616-9618,11271-5794-5796-7256-7938,16,6,2019-11-15 17:25,Dust2,4699
76974,4954-7398-7412-7592-9032,11188-174-205-4637-9172,16,8,2018-11-06 18:00,Nuke,3954
88676,12521-12553-12822-15631-16770,10671-11219-8507-8523-9136,7,16,2019-07-02 11:25,Nuke,4281
95939,11110-13666-3055-3849-7528,2023-5736-8564-8566-9217,16,13,2019-11-30 00:50,Inferno,4926
95544,10671-11219-8507-8523-9136,11816-2730-429-8574-9960,13,16,2019-11-23 09:00,Nuke,4680
96222,11110-13666-3055-3849-7528,10394-7687-8520-8738-8797,16,8,2019-12-06 15:00,Inferno,4697
88264,11652-14684-2553-7356-9574,11654-12732-12733-13157-8726,13,16,2019-06-20 13:00,Nuke,4463
79430,4954-7398-7412-7592-9032,10610-3055-4959-7805-8735,16,14,2018-12-15 16:55,Inferno,4205
98132,10330-14148-14419-7415-9612,11140-11162-11485-9102-9115,6,16,2020-01-26 09:00,Nuke,4868
89579,11916-4076-695-7248-9816,10394-7687-8520-8738-8797,14,16,2019-07-21 20:00,Inferno,4574
75841,4954-7398-7412-7592-9032,483-484-7594-7998-8918,16,4,2018-10-20 17:25,Overpass,3374
92702,10994-7964-8611-922-9896,11271-5794-5796-7256-7938,16,10,2019-09-30 18:20,Nuke,4922
73368,4954-7398-7412-7592-9032,7810-7873-8507-8513-9043,16,4,2018-09-06 09:05,Inferno,3885
82123,2023-8564-9216-9217-9219,4954-7398-7412-7592-9032,7,16,2019-03-02 19:20,Inferno,3883
91139,10330-14148-14419-7415-9612,1146-13670-7390-9257-9766,16,5,2019-09-08 15:35,Mirage,4874
76711,2023-8523-8564-8797-9216,4954-7398-7412-7592-9032,14,16,2018-11-02 18:00,Inferno,3701
94117,11654-12732-12733-13157-8726,11940-12708-15117-16384-16612,16,19,2019-10-28 18:15,Mirage,4826
91451,11654-12732-12733-13157-8726,11716-11942-13239-13776-334,16,14,2019-09-13 19:20,Dust2,4686
76764,2757-3741-429-8183-885,4954-7398-7412-7592-9032,7,16,2018-11-03 14:20,Overpass,3701
93266,16080-161-2826-5388-8323,13396-7821-8576-9271-9819,12,16,2019-10-12 10:55,Nuke,4862
99345,11287-15428-15940-2826-9798,13396-7821-8576-9271-9819,12,16,2020-02-26 18:05,Train,5150
93502,12699-3669-8242-8321-9916,11716-11942-13239-13776-334,8,16,2019-10-16 16:05,Mirage,4736
91807,11891-15204-2553-7356-9574,10330-14148-14419-7415-9612,8,16,2019-09-18 09:00,Nuke,4828
96759,10449-10981-7168-9031-9816,11891-15204-2553-7356-9574,15,19,2019-12-13 17:05,Mirage,4998
93996,13396-7821-8576-9271-9819,15071-16415-16555-16920-16921,16,7,2019-10-25 14:05,Dust2,4944
87060,11652-15204-2553-7356-9574,11654-12732-12733-13157-8726,10,16,2019-06-02 18:00,Mirage,4463
96148,2023-5736-8564-8566-9217,11110-13666-3055-3849-7528,11,16,2019-12-04 18:10,Vertigo,4697
98348,11287-15428-15940-2826-9798,12126-14614-15165-7805-9078,16,10,2020-02-04 22:30,Inferno,5132
85606,12699-3669-8242-8321-9916,11654-12732-12733-13157-8726,11,16,2019-05-09 15:00,Inferno,4501
96755,11283-11343-12030-2476-4216,2469-8095-8394-8783-8875,16,11,2019-12-13 16:00,Train,4311
83497,16080-161-2826-5388-8323,11654-12732-12733-13157-8726,17,19,2019-03-28 16:00,Train,4498
81148,11654-12732-12733-13157-8726,1045-13148-13679-7218-9960,14,16,2019-02-08 12:05,Dust2,4346
66153,10671-11219-8521-8522-9136,4954-7398-7412-7592-9032,17,19,2018-05-01 04:40,Overpass,3530
81673,16080-161-2826-5388-8323,11654-12732-12733-13157-8726,12,16,2019-02-20 17:10,Train,4409
89746,11654-12732-12733-13157-8726,11842-11940-15117-16947-9382,16,6,2019-07-27 18:00,Dust2,4447
76986,2023-8523-8564-8797-9216,10588-4679-8082-8248-9686,16,12,2018-11-06 19:20,Inferno,3954
92028,13396-7821-8576-9271-9819,14087-15563-7537-9325-971,16,14,2019-09-21 12:55,Inferno,4862
95390,11942-13239-13776-334-964,11816-2730-429-8574-9960,11,16,2019-11-20 10:45,Inferno,4680
73717,1950-7716-8786-8790-9348,4954-7398-7412-7592-9032,4,16,2018-09-13 11:45,Inferno,3564
99948,14365-7131-8521-8735-9056,11231-11264-14619-6451-8513,16,7,2020-03-08 02:10,Inferno,5178
81098,1225-13497-284-7167-8374,11654-12732-12733-13157-8726,19,16,2019-02-07 14:10,Overpass,4353
94902,12731-14273-18317-7716-8789,13396-7821-8576-9271-9819,16,10,2019-11-11 20:15,Dust2,4736
81690,2757-334-3741-8183-885,10588-4679-8082-8248-9686,14,16,2019-02-20 20:25,Inferno,3883
84352,4954-7398-7412-7592-9032,2023-8564-9216-9217-9219,2,16,2019-04-13 16:00,Overpass,4327
95967,12521-12553-12822-15631-8565,11654-12732-12733-13157-8726,7,16,2019-11-30 15:35,Mirage,4313
86554,10394-7687-8520-8738-8797,10588-11271-4679-8082-8248,16,8,2019-05-25 22:50,Nuke,4566
99385,284-3972-7167-9616-9618,10394-7687-8520-8738-8797,16,10,2020-02-27 15:50,Vertigo,4901
93598,12016-12027-13155-13982-3459,10994-7964-8611-922-9896,6,16,2019-10-18 12:20,Overpass,4093
74719,1146-29-39-9261-9278,4954-7398-7412-7592-9032,13,16,2018-10-03 18:00,Train,4071
95107,11654-12732-12733-13157-8726,1045-11777-1378-6904-7218,14,16,2019-11-15 15:35,Dust2,5013
87432,4954-7398-7412-7592-9032,1146-29-39-9261-9278,16,6,2019-06-07 09:00,Overpass,4411
97600,11916-4076-5479-695-7248,15697-16847-8327-8539-8570,16,5,2020-01-10 17:00,Dust2,5110
92755,4954-7398-7412-7592-9032,284-3972-7167-9616-9618,16,7,2019-10-01 15:55,Dust2,4553
74385,150-7938-8575-9353-9857,4954-7398-7412-7592-9032,6,16,2018-09-28 17:30,Inferno,3647
93394,11891-15204-2553-7356-9574,10330-14148-14419-7415-9612,9,16,2019-10-14 15:00,Train,4923
97092,12016-12027-13155-13982-3459,12731-14273-18317-7716-8789,16,14,2019-12-19 10:35,Train,4958
89481,10980-10981-12782-15370-8800,11716-11942-13239-13776-334,7,16,2019-07-20 16:30,Mirage,4734
94730,10671-11219-8507-8523-9136,10774-7028-7131-8552-8605,16,9,2019-11-08 04:00,Inferno,4837
85741,4954-7398-7412-7592-9032,11916-4076-695-7248-9816,13,16,2019-05-11 14:25,Dust2,4328
91210,11947-13177-14933-15090-16808,11630-12713-13230-13249-8711,5,16,2019-09-11 01:05,Inferno,4881
99990,10774-11188-7028-8552-8605,10192-15683-16207-16778-8598,16,12,2020-03-08 14:30,Dust2,5196
64847,4954-7398-7412-7592-9032,11816-2730-5479-6904-798,16,7,2018-04-08 20:10,Overpass,3601
85039,4954-7398-7412-7592-9032,136-5794-5796-7256-7938,16,14,2019-04-25 20:00,Overpass,4337
88749,10671-11219-8507-8523-9136,11893-7168-7169-7322-8184,7,16,2019-07-05 13:00,Mirage,4281
91716,11654-12732-12733-13157-8726,10610-16700-2898-8848-921,16,3,2019-09-16 18:00,Train,4827
94551,11654-12732-12733-13157-8726,12731-14273-18317-7716-8789,28,31,2019-11-04 16:10,Mirage,4736
98860,13396-7821-8576-9271-9819,11276-15726-17504-19114-9568,10,16,2020-02-15 17:00,Train,5211
84294,11816-2730-429-8574-9960,15835-2555-8575-9353-9857,16,10,2019-04-12 20:25,Train,4337
97537,15697-16847-8327-8539-8570,10449-10981-7168-9031-9816,16,10,2020-01-08 16:00,Inferno,5149
99136,13396-7821-8576-9271-9819,13405-14087-15301-15338-7775,11,16,2020-02-20 17:00,Train,5224
92761,13396-7821-8576-9271-9819,13093-4373-7388-8371-9254,19,15,2019-10-01 18:00,Train,4736
95463,15697-16847-8327-8539-8570,13396-7821-8576-9271-9819,19,17,2019-11-21 18:45,Vertigo,5019
81449,11916-4076-695-7248-9816,10588-4679-8082-8248-9686,14,16,2019-02-14 14:30,Mirage,3884
95231,10588-4679-8082-8248-9686,10892-12271-15007-7808-9875,16,7,2019-11-17 05:00,Mirage,4698
94215,10994-7964-8611-922-9896,10784-1146-13670-9257-9766,16,6,2019-10-30 19:20,Vertigo,4980
75469,1225-7166-7167-7170-8374,4954-7398-7412-7592-9032,11,16,2018-10-16 19:00,Inferno,4071
84354,483-484-7594-7998-8918,10394-7687-8520-8738-8797,12,16,2019-04-13 16:00,Inferno,4327
91698,11816-2730-429-8574-9960,11654-12732-12733-13157-8726,16,10,2019-09-16 15:55,Mirage,4832
99294,10330-14148-14419-7415-9612,10671-11219-8507-8523-9136,5,16,2020-02-25 11:00,Nuke,4901
74757,2644-7218-8745-9258-9260,10588-4679-8082-8248-9686,11,16,2018-10-04 03:00,Dust2,3375
77384,4954-7398-7412-7592-9032,10394-7687-8520-8738-9217,16,4,2018-11-11 20:00,Inferno,3954
97521,11630-12713-13230-13249-8711,10560-10566-11739-8568-9218,16,7,2020-01-08 02:15,Inferno,5104
78660,10588-4679-8082-8248-9686,10449-339-8528-8574-8716,5,16,2018-12-04 11:05,Mirage,3376
93854,10394-7687-8520-8738-8797,10560-10566-11739-9218-9483,16,12,2019-10-22 21:00,Dust2,4920
95983,10394-7687-8520-8738-8797,11110-13666-3055-3849-7528,16,10,2019-11-30 23:20,Mirage,4926
85206,10394-7687-8520-8738-8797,136-3252-5794-5796-7256,16,3,2019-04-30 07:00,Overpass,4236
99176,13396-7821-8576-9271-9819,13405-14087-15301-15338-7775,16,12,2020-02-21 18:00,Dust2,5224
95426,284-3972-7167-9616-9618,10671-11219-8507-8523-9136,5,16,2019-11-21 05:35,Overpass,4680
90818,4954-7398-7412-7592-9032,10671-11219-8507-8523-9136,4,16,2019-08-30 16:45,Nuke,4443
65668,4954-7398-7412-7592-9032,11110-3055-3849-7528-9261,16,12,2018-04-22 11:25,Mirage,3491
97000,11654-12732-12733-13157-8726,10560-10566-11739-8568-9218,16,12,2019-12-15 16:30,Mirage,5023
76143,11654-12732-12733-13157-8726,12781-5287-7266-7415-8800,16,11,2018-10-24 18:50,Overpass,4193
98873,12731-14273-18317-7716-8789,11995-12018-13300-8151-8891,10,16,2020-02-15 17:00,Train,5211
92879,10994-7964-8611-922-9896,12269-13976-13980-3410-8790,16,9,2019-10-03 15:00,Inferno,4931
63523,4954-7398-7412-7592-9032,4959-7169-7390-7429-9656,16,5,2018-03-23 20:00,Train,3601
98057,14932-16080-7499-7511-798,13396-7821-8576-9271-9819,19,15,2020-01-22 15:05,Dust2,4945
90684,1225-13497-284-7167-9616,11654-12732-12733-13157-8726,16,12,2019-08-25 10:00,Inferno,4450
91120,10330-14148-14419-7415-9612,13042-13138-15120-7567-8138,16,10,2019-09-08 12:00,Overpass,4874
96068,10994-7964-8611-922-9896,10588-4679-8082-8248-9686,8,16,2019-12-03 12:15,Vertigo,4697
74129,483-484-7594-7998-8918,4954-7398-7412-7592-9032,9,16,2018-09-23 17:20,Overpass,3564
91259,10330-14148-14419-7415-9612,13026-18469-3732-4576-5351,16,3,2019-09-11 16:10,Nuke,4822
94890,11716-11942-13239-13776-334,11283-11343-12030-2476-4216,14,16,2019-11-11 17:40,Dust2,4736
90760,10671-11219-8507-8523-9136,10588-4679-8082-8248-9686,16,14,2019-08-28 12:30,Dust2,4443
78227,545-7148-8151-8611-9895,10588-4679-8082-8248-9686,19,17,2018-11-24 12:45,Mirage,4009
91819,13138-15117-15120-19512-8138,1045-11777-1378-6904-7218,10,16,2019-09-18 10:30,Overpass,4862
92432,13396-7821-8576-9271-9819,12269-13976-13980-3410-8790,16,11,2019-09-26 16:20,Nuke,4909
98749,10671-11219-8507-8523-9136,10449-10981-7168-9031-9816,17,19,2020-02-14 19:30,Dust2,5138
94281,11816-2730-429-8574-9960,10994-7964-8611-922-9896,14,16,2019-10-31 19:05,Mirage,4980
78357,11926-1200-12269-13980-3410,11654-12732-12733-13157-8726,9,16,2018-11-27 12:00,Mirage,4265
74915,10052-11942-12161-13239-13776,11654-12732-12733-13157-8726,19,17,2018-10-05 15:35,Overpass,4103
94657,15835-17024-9352-9353-9857,11283-11343-12030-2476-4216,12,16,2019-11-06 19:00,Inferno,4736
61293,10264-1485-545-8783-922,4954-7398-7412-7592-9032,16,14,2018-02-15 19:20,Mirage,3361
97813,11140-11162-11485-9102-9115,11139-16323-8744-8745-8771,16,9,2020-01-15 07:00,Nuke,5002
89121,10394-7687-8520-8738-8797,10671-11219-8507-8523-9136,16,9,2019-07-13 21:05,Overpass,4500
92202,13396-7821-8576-9271-9819,10784-1146-13670-9255-9766,16,12,2019-09-22 15:40,Dust2,4913
90641,11716-11942-13239-13776-334,14614-7810-7873-8745-9258,16,13,2019-08-23 15:55,Inferno,4450
91287,11630-12713-13230-13249-8711,15391-17470-17510-17511-17658,16,2,2019-09-11 22:10,Dust2,4829
92710,10560-10566-11739-9218-9483,11630-12713-13230-13249-8711,14,16,2019-09-30 22:00,Overpass,4918
96098,10671-11219-8507-8523-9136,10588-4679-8082-8248-9686,16,10,2019-12-03 18:45,Nuke,4697
97150,10994-7964-8611-922-9896,11654-12732-12733-13157-8726,16,12,2019-12-21 11:30,Nuke,4979
78738,12840-14311-3018-8837-9317,11654-12732-12733-13157-8726,8,16,2018-12-05 18:10,Overpass,4228
93928,2023-5736-8564-8566-9217,11110-13666-3055-3849-7528,10,16,2019-10-24 09:00,Mirage,4932
78169,10588-4679-8082-8248-9686,10870-11355-11574-11576-9521,16,14,2018-11-23 11:15,Dust2,4009
99587,12781-5794-5796-7266-7938,11276-15726-17504-19114-9568,16,14,2020-03-04 17:05,Vertigo,5210
99193,12521-12553-12822-15631-8565,2469-7156-8095-8394-8875,16,3,2020-02-22 01:40,Overpass,4869
93513,4954-7398-7412-7592-9032,11110-13666-3055-3849-7528,16,14,2019-10-16 16:25,Train,4699
85691,4954-7398-7412-7592-9032,2241-5792-629-630-9001,16,7,2019-05-10 20:20,Nuke,4328
86867,11654-12732-12733-13157-8726,14929-17566-18834-8212-9862,16,5,2019-05-30 19:00,Inferno,4501
86698,10394-7687-8520-8738-8797,10764-12564-13238-13461-9289,16,7,2019-05-28 17:00,Dust2,4177
97961,11283-11343-12030-2476-4216,11654-12732-12733-13157-8726,10,16,2020-01-19 15:20,Inferno,5161
96960,10330-14148-14419-7415-9612,2469-8095-8394-8783-8875,11,16,2019-12-15 10:00,Vertigo,4311
99152,13396-7821-8576-9271-9819,15180-15718-17942-9818-9820,16,4,2020-02-20 18:55,Train,5224
94836,10588-4679-8082-8248-9686,4954-7398-7412-7592-9032,3,16,2019-11-10 07:30,Train,4837
95409,13396-7821-8576-9271-9819,11654-12732-12733-13157-8726,16,12,2019-11-20 17:00,Nuke,4492
89921,11716-11942-13239-13776-334,12743-16788-2638-7427-8790,16,13,2019-08-03 09:10,Train,4778
79452,4954-7398-7412-7592-9032,483-484-7594-7998-8918,16,4,2018-12-15 19:20,Dust2,4205
85194,10394-7687-8520-8738-8797,12476-13476-8943-8944-9170,16,9,2019-04-30 02:00,Nuke,4236
77171,7810-7873-8507-8513-9043,10588-4679-8082-8248-9686,8,16,2018-11-08 23:05,Cache,4072
99451,13396-7821-8576-9271-9819,15563-5478-7537-9325-971,16,11,2020-02-29 17:00,Nuke,5232
97174,284-3972-7167-9616-9618,11916-4076-5479-695-7248,19,17,2019-12-21 15:30,Train,4958
96776,284-3972-7167-9616-9618,11816-2730-429-9294-9960,16,3,2019-12-13 23:25,Dust2,4998
96674,18053-3741-8183-885-9216,14218-29-7443-9261-9278,7,16,2019-12-12 12:00,Mirage,4889
88689,12521-12553-12822-15631-16770,10588-4679-8082-8248-9686,16,12,2019-07-02 16:45,Mirage,4281
99934,12781-5794-5796-7266-7938,13670-14218-7443-9261-9278,11,16,2020-03-07 20:05,Vertigo,5135
89862,15071-16415-16555-16920-16921,11716-11942-13239-13776-334,5,16,2019-08-01 12:05,Overpass,4778
99293,10394-7687-8520-8738-8797,11716-11942-13239-13776-334,16,9,2020-02-25 11:00,Mirage,4901
81667,10394-7687-8520-8738-8797,10052-11942-12161-13239-13776,16,12,2019-02-20 14:25,Overpass,3883
88890,11816-2730-429-8574-9960,11283-12030-3972-4216-9618,9,16,2019-07-09 10:00,Nuke,4664
